cvss,exposure,asset_criticality,service_type_encoded,exploitability,attack_path_position,historical_incidents,confidence,priority_class,scenario
4.85,2.43,1.26,0.0,9.13,0.0,5,26.5,1,E
6.19,3.93,6.67,2.0,5.62,0.0,3,10.2,2,E
8.26,8.88,7.98,2.0,2.87,0.0,14,23.1,2,E
0.29,11.89,2.51,1.0,2.79,0.0,0,25.8,0,E
7.88,11.78,3.53,4.0,8.57,0.0,4,11.6,2,E
5.95,2.95,8.94,0.0,3.12,0.0,6,33.9,2,E
5.83,7.33,3.82,2.0,4.46,0.0,9,5.1,0,E
9.97,8.72,5.13,4.0,2.47,0.0,2,14.8,2,E
8.66,19.76,9.46,2.0,5.27,0.0,14,5.7,3,E
5.72,10.45,7.23,5.0,6.85,0.0,4,29.0,2,E
3.36,12.84,7.88,1.0,8.38,0.0,2,30.8,2,E
1.3,1.39,3.3,4.0,2.93,0.0,8,18.8,0,E
0.6,18.58,5.87,5.0,1.29,0.0,13,19.2,1,E
0.86,8.86,4.32,1.0,0.34,0.0,2,16.7,0,E
5.76,17.75,7.82,0.0,9.21,0.0,10,34.2,2,E
2.76,19.12,2.68,0.0,8.6,0.0,8,35.5,0,E
2.37,2.14,3.96,5.0,2.23,0.0,0,22.8,0,E
2.12,5.83,9.74,4.0,0.29,0.0,2,25.3,1,E
0.81,3.44,3.51,2.0,5.59,0.0,13,38.7,0,E
3.16,14.77,8.84,1.0,6.25,0.0,12,27.9,2,E
8.61,5.35,5.98,3.0,5.38,0.0,7,14.5,2,E
1.37,13.27,6.54,1.0,4.01,0.0,1,35.3,1,E
2.25,12.56,8.99,5.0,4.48,0.0,0,36.7,1,E
2.11,4.34,7.35,5.0,1.12,0.0,14,32.5,1,E
6.4,5.64,1.43,0.0,9.35,0.0,10,6.9,2,E
4.92,13.4,9.82,4.0,5.22,0.0,2,26.4,2,E
6.32,18.78,1.08,5.0,4.07,0.0,11,36.4,2,E
3.34,11.71,1.31,4.0,0.52,0.0,14,19.2,1,E
8.23,9.44,9.9,4.0,1.85,0.0,8,23.7,2,E
9.08,2.12,2.31,0.0,2.93,0.0,2,33.0,2,E
8.41,13.31,4.31,1.0,8.11,0.0,9,7.5,2,E
8.64,12.94,9.97,5.0,8.91,0.0,0,25.4,3,E
6.72,13.36,7.56,4.0,8.65,0.0,8,16.5,2,E
7.44,10.37,1.68,1.0,5.03,0.0,9,24.8,2,E
5.56,3.88,8.35,4.0,2.59,0.0,5,38.4,2,E
0.58,13.02,2.06,4.0,3.01,0.0,5,28.1,1,E
6.87,3.46,9.6,2.0,3.11,0.0,5,9.3,2,E
9.62,6.33,8.42,3.0,8.72,0.0,2,24.1,3,E
4.02,17.32,6.27,5.0,7.77,0.0,14,31.2,2,E
8.14,11.49,7.42,0.0,4.86,0.0,1,37.2,2,E
8.07,12.32,4.51,3.0,3.58,0.0,13,13.0,2,E
1.96,8.56,2.5,3.0,4.45,0.0,4,36.6,1,E
3.39,6.39,9.54,2.0,0.8,0.0,8,39.6,1,E
8.38,8.91,3.86,2.0,9.01,0.0,14,26.7,2,E
4.55,16.4,4.32,2.0,7.41,0.0,13,6.2,2,E
0.91,12.28,9.45,3.0,9.23,0.0,13,31.9,1,E
9.19,18.23,5.67,0.0,0.46,0.0,12,20.5,3,E
4.75,11.22,1.1,2.0,2.77,0.0,1,20.8,1,E
0.2,13.02,4.08,0.0,9.11,0.0,6,34.6,1,E
9.18,12.91,7.27,2.0,6.68,0.0,15,15.4,3,E
5.12,5.58,2.82,1.0,2.89,0.0,7,13.9,1,E
7.78,4.72,8.34,4.0,9.07,0.0,4,17.2,2,E
3.15,10.37,6.2,3.0,9.5,0.0,8,20.3,1,E
8.33,17.8,3.03,5.0,7.4,0.0,13,34.3,3,E
7.69,15.35,1.34,1.0,4.86,0.0,13,32.2,2,E
6.42,10.42,7.67,5.0,4.35,0.0,9,29.8,2,E
7.27,8.18,8.08,2.0,6.5,0.0,7,9.6,2,E
2.06,7.7,6.55,4.0,7.49,0.0,12,34.5,1,E
1.97,11.32,1.19,1.0,7.34,0.0,10,12.9,1,E
3.4,12.79,1.97,1.0,2.8,0.0,8,26.9,1,E
8.48,9.1,5.0,3.0,6.02,0.0,13,25.6,2,E
3.68,10.56,1.72,5.0,1.06,0.0,6,18.4,1,E
0.37,15.67,6.2,1.0,3.03,0.0,2,11.7,1,E
0.44,10.38,8.09,3.0,3.59,0.0,14,13.5,1,E
0.19,1.38,7.48,5.0,8.56,0.0,15,9.5,1,E
1.92,14.61,8.93,5.0,3.67,0.0,0,9.9,1,E
1.19,18.81,1.62,3.0,9.62,0.0,8,35.3,1,E
0.4,13.71,7.82,0.0,0.07,0.0,1,19.9,1,E
9.5,1.51,5.35,5.0,6.11,0.0,13,17.2,2,E
9.49,12.5,6.11,2.0,9.35,0.0,12,6.8,3,E
7.83,4.23,1.12,1.0,0.99,0.0,5,25.4,0,E
7.43,2.39,9.37,2.0,5.91,0.0,4,27.3,2,E
4.06,14.9,7.08,0.0,6.56,0.0,10,20.8,2,E
8.1,5.38,4.7,3.0,2.89,0.0,7,16.0,2,E
1.83,1.04,1.51,3.0,4.42,0.0,14,37.5,0,E
8.92,14.9,1.32,4.0,1.29,0.0,7,7.1,2,E
1.08,17.71,4.52,1.0,6.01,0.0,2,30.2,1,E
1.1,5.1,5.32,2.0,9.04,0.0,13,17.2,1,E
1.99,10.88,4.67,0.0,5.07,0.0,7,12.4,1,E
6.76,14.49,4.78,2.0,4.63,0.0,12,25.9,2,E
4.36,17.57,4.78,2.0,5.03,0.0,11,39.0,2,E
0.98,14.38,4.85,4.0,2.53,0.0,7,21.0,1,E
8.62,11.48,3.92,3.0,9.34,0.0,8,36.1,0,E
1.57,11.04,3.1,3.0,8.17,0.0,3,15.7,1,E
3.63,15.27,3.38,3.0,7.61,0.0,7,36.0,2,E
9.74,15.62,5.93,4.0,8.84,0.0,9,19.0,3,E
8.69,14.16,7.0,1.0,1.38,0.0,8,36.5,0,E
5.33,12.36,9.22,2.0,6.6,0.0,6,26.8,2,E
6.53,16.77,8.36,4.0,8.77,0.0,1,35.9,2,E
9.25,18.84,1.26,5.0,2.04,0.0,8,18.9,2,E
0.38,14.49,2.66,0.0,9.87,0.0,14,20.2,1,E
5.18,18.26,4.13,4.0,7.5,0.0,11,38.6,2,E
9.62,8.17,8.45,4.0,6.7,0.0,2,25.6,3,E
9.76,10.42,1.84,2.0,3.73,0.0,0,9.1,2,E
7.35,11.85,6.5,5.0,7.71,0.0,5,29.2,2,E
2.85,12.6,7.47,1.0,0.74,0.0,8,8.1,1,E
9.25,11.68,9.45,1.0,2.14,0.0,2,21.4,3,E
4.16,17.8,7.33,5.0,9.8,0.0,8,31.5,2,E
3.67,15.4,5.66,0.0,6.03,0.0,4,36.7,2,E
4.77,9.93,8.92,2.0,5.24,0.0,6,39.4,2,E
7.87,19.33,1.43,4.0,3.7,0.0,5,23.4,2,E
5.92,8.99,6.13,3.0,6.65,0.0,6,6.7,2,E
6.94,8.34,2.91,2.0,1.01,0.0,6,19.7,2,E
4.36,19.61,4.74,1.0,8.37,0.0,13,39.6,2,E
6.12,8.29,9.86,2.0,0.73,0.0,9,17.0,2,E
0.58,6.39,7.18,4.0,6.42,0.0,4,21.5,1,E
0.55,10.45,2.51,3.0,1.17,0.0,12,17.3,0,E
8.25,16.84,7.16,4.0,4.32,0.0,5,10.9,3,E
2.57,3.6,1.04,5.0,7.35,0.0,15,10.1,1,E
4.21,15.19,3.66,5.0,9.21,0.0,2,16.2,2,E
1.0,10.68,9.67,2.0,0.33,0.0,12,31.6,1,E
2.98,13.87,6.12,0.0,9.54,0.0,9,8.7,2,E
7.3,13.8,6.31,2.0,0.93,0.0,6,26.6,2,E
2.92,11.51,2.78,2.0,3.3,0.0,2,13.7,1,E
7.41,15.42,7.83,3.0,6.76,0.0,0,27.7,2,E
0.87,4.83,9.28,5.0,9.92,0.0,11,24.0,1,E
8.06,12.54,2.48,0.0,1.24,0.0,8,33.1,2,E
0.55,19.84,4.68,3.0,6.9,0.0,12,5.5,1,E
7.77,10.77,1.85,2.0,4.36,0.0,10,30.7,2,E
7.51,10.98,2.6,1.0,3.84,0.0,10,8.1,2,E
8.36,18.35,5.0,3.0,2.32,0.0,11,39.0,0,E
2.66,5.0,6.76,3.0,7.29,0.0,6,39.8,1,E
0.04,7.99,9.48,3.0,3.93,0.0,9,11.6,1,E
3.33,6.9,2.39,4.0,3.97,0.0,9,8.8,1,E
8.52,2.56,6.61,3.0,7.25,0.0,0,13.0,2,E
6.97,1.07,8.3,4.0,7.44,0.0,13,19.7,2,E
0.46,9.22,2.02,5.0,0.8,0.0,9,23.0,0,E
8.6,16.04,2.92,1.0,9.47,0.0,9,9.2,3,E
7.83,2.01,2.98,3.0,6.85,0.0,12,32.3,2,E
1.23,19.72,8.66,2.0,4.52,0.0,0,32.9,1,E
5.52,15.87,9.73,2.0,1.03,0.0,1,40.0,2,E
8.79,2.05,2.71,4.0,9.76,0.0,11,36.1,2,E
